Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price_INR_Lakhs,Mileage_km_kg,Power_bhp,Car_Age
Kolkata,1800,Petrol,Manual,First,5,510000.0,18.9,82.0,1
Pune,44200,Petrol,Manual,Second,5,160000.0,18.0,62.0,10
Ahmedabad,14000,Petrol,Manual,First,5,1125000.0,17.4,117.3,1
Chennai,720000,Diesel,Manual,First,5,590000.0,20.54,103.6,6
Delhi,73000,Diesel,Automatic,First,7,1440000.0,11.5,169.0,7
Delhi,68000,Petrol,Manual,First,5,360000.0,17.0,118.0,8
Jaipur,19543,Diesel,Automatic,First,5,4050000.0,18.12,190.0,2
Bangalore,38000,Diesel,Automatic,Second,5,3895000.000000001,14.16,174.3,5
Delhi,32805,Diesel,Manual,First,5,360000.0,23.2,73.94,5
Kochi,44782,Diesel,Automatic,First,5,712000.0,21.21,103.2,3
Kochi,55700,Diesel,Manual,First,5,752000.0,26.0,98.6,3
Delhi,60000,Diesel,Automatic,Second,5,1035000.0,15.2,140.8,7
Hyderabad,56000,Petrol,Manual,First,5,700000.0,15.0,103.52,5
Delhi,60000,Diesel,Manual,First,7,1085000.0,11.5,171.0,8
Mumbai,78563,Diesel,Manual,First,5,235000.0,16.52,123.7,9
Mumbai,34669,Petrol,Manual,First,7,290000.0,15.1,73.0,5
Delhi,17000,Petrol,Manual,First,5,765000.0,20.73,91.1,2
Delhi,66000,Diesel,Manual,First,5,640000.0,28.09,88.5,3
Pune,102418,Diesel,Manual,First,7,1010000.0,12.99,100.6,5
Kolkata,48800,Petrol,Manual,First,5,425000.0,19.1,85.8,5
Kochi,10601,Diesel,Automatic,First,7,1965000.0,11.36,171.5,0
Pune,8200,Diesel,Manual,First,5,440000.00000000006,25.0,69.0,2
Jaipur,100000,Petrol,Manual,First,5,325000.0,18.5,82.85,7
Pune,78000,Diesel,Manual,First,5,280000.0,17.8,68.0,7
Kolkata,50000,Diesel,Manual,First,8,430000.0,18.2,73.74,4
Chennai,89327,Diesel,Manual,Third,5,155000.0,17.8,68.0,13
Chennai,98000,Petrol,Manual,Second,5,470000.0,10.8,152.0,12
Kochi,24700,Petrol,Manual,First,5,707000.0,18.7,88.7,2
Delhi,6000,Diesel,Automatic,First,7,7900000.0,11.0,258.0,1
Delhi,9434,Petrol,Manual,First,5,575000.0,18.9,81.86,1
Mumbai,29000,Petrol,Manual,First,5,325000.0,18.5,85.8,7
Coimbatore,22440,Diesel,Automatic,First,5,889000.0,22.0,108.495,2
Mumbai,73070,Petrol,Manual,First,5,590000.0,17.4,117.3,4
Kolkata,21771,Petrol,Manual,First,5,495000.0,18.7,88.7,3
Delhi,62000,Diesel,Manual,First,5,375000.0,17.8,75.0,5
Kochi,37024,Diesel,Automatic,First,5,1097000.0,17.01,126.2,2
Kochi,60336,Diesel,Automatic,Second,5,2494000.0,14.4,241.4,5
Kolkata,26008,Petrol,Manual,First,5,197000.0,21.1,55.2,5
Jaipur,90000,Diesel,Manual,Second,5,140000.0,20.0,68.0,9
Coimbatore,35569,Petrol,Manual,First,5,727000.0,17.0,73.75,1
Kolkata,40000,Diesel,Manual,First,5,400000.0,21.64,84.8,6
Kolkata,45000,Petrol,Manual,First,5,475000.0,18.7,88.7,4
Delhi,42000,Petrol,Manual,First,5,510000.0,17.0,80.0,4
Coimbatore,46913,Diesel,Automatic,First,5,1611000.0,14.94,241.4,7
Delhi,62000,Diesel,Automatic,First,7,1055000.0,11.18,184.0,5
Ahmedabad,15000,Diesel,Automatic,First,7,3000000.0,12.9,174.5,2
Kolkata,69000,Diesel,Manual,First,5,160000.0,18.7,66.0,17
Hyderabad,41367,Diesel,Automatic,First,5,1849000.0,15.8,170.0,7
Kochi,15982,Petrol,Manual,First,5,996000.0,20.73,91.1,1
Hyderabad,99595,Diesel,Manual,Second,5,475000.0,22.9,74.0,6
Bangalore,63000,Diesel,Manual,Third,10,365000.0,13.1,75.0,17
Delhi,49000,Diesel,Automatic,Second,5,1550000.0,16.73,218.0,7
Kochi,48272,Diesel,Manual,First,6,1182000.0,10.5,116.9,6
Delhi,63000,Petrol,Manual,First,5,205000.0,13.4,125.0,11
Ahmedabad,77000,CNG,Manual,First,5,330000.0,26.6,58.16,3
Mumbai,11734,Petrol,Manual,First,8,225000.0,16.8,34.2,6
Kochi,62012,Diesel,Automatic,First,5,2012000.0,17.68,174.33,5
Chennai,46000,CNG,Manual,First,5,495000.0,25.0,81.86,2
Coimbatore,45449,Diesel,Manual,First,5,748000.0,27.3,98.6,3
Mumbai,85000,Petrol,Automatic,Second,5,550000.0,10.5,157.7,15
Jaipur,88000,Petrol,Manual,Second,5,170000.0,13.0,100.0,14
Kochi,45330,Diesel,Automatic,First,5,1319000.0,16.55,147.51,6
Mumbai,88000,Petrol,Manual,First,5,385000.0,19.1,85.8,7
Delhi,45376,Diesel,Manual,First,5,575000.0,28.4,73.75,3
Pune,81000,Diesel,Manual,First,7,900000.0,15.1,140.0,5
Kochi,83381,Petrol,Manual,First,5,221000.0,18.6,79.4,7
Kochi,78526,Diesel,Manual,First,5,809000.0,23.0,98.96,2
Coimbatore,27313,Diesel,Automatic,First,5,4863000.0,14.69,258.0,2
Coimbatore,42747,Diesel,Automatic,Second,5,3947000.0,14.16,174.3,4
Coimbatore,42265,Diesel,Automatic,Second,5,2224000.0,20.68,190.0,4
Mumbai,21000,Petrol,Automatic,First,5,260000.0,19.2,80.0,10
Ahmedabad,55100,Diesel,Automatic,First,5,1200000.0,17.01,126.2,3
Chennai,70000,Diesel,Automatic,First,5,1800000.0,17.11,174.33,5
Mumbai,55000,Petrol,Automatic,Third,5,999000.0,10.13,364.9,12
Kolkata,58235,Petrol,Manual,First,5,245000.00000000003,20.36,78.9,7
Mumbai,26000,Diesel,Manual,First,5,899000.0,23.0,98.96,2
Kolkata,35000,Diesel,Manual,First,5,315000.0,20.54,103.6,8
Jaipur,24000,Diesel,Manual,First,5,819999.9999999999,28.4,73.75,2
Ahmedabad,98000,Diesel,Manual,First,7,1150000.0,15.4,120.0,3
Coimbatore,44487,Diesel,Manual,First,5,730000.0,22.54,88.73,3
Chennai,65000,Petrol,Manual,First,5,159000.0,19.7,46.3,11
Delhi,34951,Petrol,Manual,Second,5,315000.0,20.36,78.9,4
Kolkata,52373,Diesel,Manual,Second,7,850000.0,15.4,120.0,4
Hyderabad,66285,Diesel,Manual,First,5,300000.0,19.5,75.0,9
Mumbai,66000,Diesel,Automatic,First,5,2100000.0,15.3,258.0,7
Hyderabad,43000,Diesel,Manual,First,5,775000.0,27.3,98.6,3
Mumbai,45200,Diesel,Automatic,First,5,2300000.0,10.0,170.0,6
Mumbai,41000,Diesel,Automatic,First,7,1375000.0,16.0,140.0,3
Kochi,39430,Petrol,Automatic,First,5,828999.9999999999,18.0,117.3,2
Coimbatore,83274,Diesel,Manual,First,5,579000.0,22.9,74.0,5
Coimbatore,32324,Diesel,Automatic,First,5,3050000.0,14.84,170.0,2
Mumbai,49999,Petrol,Manual,First,5,380000.0,17.0,118.0,8
Bangalore,66000,Diesel,Manual,First,7,445000.0,15.3,83.8,5
Delhi,54000,Petrol,Manual,First,5,330000.0,18.5,82.85,7
Jaipur,80000,Diesel,Manual,Second,5,175000.0,20.4,91.2,10
Bangalore,72000,Petrol,Automatic,Second,5,550000.0,12.9,130.0,8
Pune,44865,Diesel,Manual,First,5,1335000.0,19.67,126.2,2
Delhi,22000,Diesel,Automatic,Second,5,2250000.0,20.38,143.0,2
Delhi,57478,Petrol,Manual,Second,5,525000.0,17.0,121.3,6
Hyderabad,75000,Diesel,Manual,First,5,375000.0,21.9,90.0,8
Kochi,50624,Diesel,Manual,First,7,632000.0,24.2,98.6,4
Bangalore,75000,Diesel,Automatic,First,5,775000.0,22.32,126.32,1
Chennai,87000,Petrol,Manual,Second,5,137000.0,15.3,101.0,13
Mumbai,62000,Petrol,Manual,First,5,210000.0,20.36,78.9,9
Hyderabad,41372,Diesel,Manual,First,5,930000.0,24.3,88.5,3
Ahmedabad,70000,Diesel,Manual,First,7,1200000.0,12.99,100.6,4
Pune,35000,Diesel,Automatic,First,5,2350000.0,17.9,136.0,2
Hyderabad,71993,Petrol,Manual,First,5,180000.0,19.7,46.3,13
Chennai,62000,Diesel,Automatic,Second,5,1250000.0,14.84,170.0,6
Delhi,51000,Diesel,Manual,First,5,474000.0,22.9,74.0,4
Kochi,26038,Petrol,Manual,First,5,543000.0,18.9,82.0,3
Kochi,37713,Diesel,Automatic,Second,7,3162000.0,12.55,168.5,1
Kolkata,78088,Petrol,Manual,First,8,630000.0,12.4,132.0,8
Kochi,30453,Diesel,Manual,First,5,844999.9999999999,22.77,98.59,2
Pune,54000,Petrol,Manual,First,5,500000.0,18.16,86.8,3
Chennai,190000,Diesel,Manual,First,7,1300000.0,11.5,171.0,8
Hyderabad,65097,Petrol,Manual,First,5,470000.0,19.1,85.8,7
Coimbatore,28060,Petrol,Automatic,First,5,9367000.0,12.05,320.0,1
Pune,282000,Petrol,Manual,First,5,330000.0,13.14,160.0,7
Jaipur,111000,Petrol,Manual,Second,5,151000.0,18.9,67.0,10
Kochi,63295,Diesel,Manual,First,5,609000.0,19.01,108.45,6
Mumbai,35770,Petrol,Manual,First,5,595000.0,20.73,91.1,4
Hyderabad,125928,Diesel,Manual,First,5,900000.0,22.7,126.24,7
Kolkata,45000,Diesel,Automatic,First,5,425000.0,21.66,103.52,4
Hyderabad,21000,Diesel,Automatic,First,5,2350000.0,14.84,170.0,6
Mumbai,54774,Petrol,Automatic,First,5,635000.0,11.7,177.6,8
Chennai,41123,Petrol,Manual,First,5,340000.0,23.1,67.04,5
Bangalore,17465,Petrol,Automatic,First,5,9300000.0,12.05,320.0,2
Chennai,48000,Diesel,Automatic,First,5,2160000.0,22.69,190.0,5
Chennai,173000,Diesel,Manual,First,5,400000.0,20.54,103.6,8
Pune,12000,Diesel,Manual,First,5,550000.0,23.4,74.0,1
Mumbai,34000,Diesel,Automatic,First,5,1925000.0,12.39,147.51,7
Hyderabad,71360,Diesel,Manual,First,5,395000.0,21.9,90.0,7
Mumbai,74000,Diesel,Manual,Second,5,425000.0,28.4,73.75,7
Kochi,28937,Diesel,Manual,First,5,1702000.0,17.1,170.0,1
Hyderabad,82085,Diesel,Manual,First,7,650000.0,20.77,88.76,7
Bangalore,68465,Petrol,Manual,First,5,295000.0,15.6,70.0,8
Coimbatore,63854,Diesel,Manual,First,5,712000.0,21.43,86.79,6
Chennai,3000,Diesel,Automatic,First,5,1125000.0,24.3,88.5,1
Delhi,65055,Petrol,Manual,First,5,275000.0,17.0,118.0,10
Hyderabad,120000,Diesel,Manual,First,7,1200000.0,15.4,120.0,4
Mumbai,64241,Petrol,Manual,First,5,367000.0,20.14,81.86,5
Pune,2200,Petrol,Manual,First,5,230000.0,15.7,75.0,11
Pune,88123,Diesel,Manual,First,5,220000.00000000003,18.7,66.0,11
Pune,79000,Diesel,Automatic,First,7,4100000.0,12.0,224.0,5
Bangalore,28143,Diesel,Automatic,First,5,2850000.0,20.68,190.0,3
Mumbai,23001,Petrol,Manual,First,5,549000.0,15.04,103.2,4
Ahmedabad,82002,Diesel,Automatic,Second,5,1750000.0,16.55,147.51,6
Bangalore,75000,Diesel,Manual,First,5,199000.0,13.8,68.0,10
Kochi,37451,Diesel,Manual,First,5,664000.0,22.32,126.3,3
Hyderabad,67000,Diesel,Manual,First,7,1650000.0,13.68,147.8,2
Pune,25000,Petrol,Manual,First,5,500000.0,18.9,82.0,3
Mumbai,12000,Petrol,Manual,First,5,540000.0,17.0,73.75,2
Kolkata,25000,Petrol,Manual,First,5,299000.0,25.17,53.3,2
Jaipur,95936,Petrol,Manual,First,5,410000.0,17.0,118.0,8
Kochi,5354,Petrol,Automatic,First,5,676000.0,18.9,81.86,1
Chennai,42000,Petrol,Manual,Second,5,550000.0,18.78,75.0,3
Coimbatore,44282,Diesel,Manual,First,5,599000.0,25.2,74.0,5
Delhi,70000,Diesel,Manual,First,5,259000.0,21.64,84.8,7
Mumbai,31400,Diesel,Automatic,First,5,2675000.0,16.36,187.7,6
Pune,50000,Diesel,Manual,First,5,850000.0,28.09,88.5,3
Bangalore,53000,Diesel,Automatic,First,5,2300000.0,12.8,167.6,8
Pune,21727,Petrol,Manual,First,5,335000.0,15.6,70.02,5
Bangalore,43000,Diesel,Automatic,Second,7,1075000.0,11.72,194.3,7
Kolkata,75000,Diesel,Manual,First,8,629000.0,12.05,120.0,6
Bangalore,73557,Diesel,Manual,First,5,775000.0,19.6,108.45,5
Delhi,44555,Diesel,Automatic,First,5,1350000.0,15.2,140.8,7
Coimbatore,54885,Petrol,Manual,First,7,375000.0,15.1,73.0,6
Mumbai,76000,Diesel,Manual,Second,7,375000.0,14.0,112.0,8
Jaipur,101000,Petrol,Manual,Second,5,150000.0,18.9,67.1,13
Chennai,66000,Petrol,Manual,First,5,145000.0,14.0,64.0,14
Coimbatore,84360,Petrol,Manual,First,5,412000.0,15.5,103.3,6
Mumbai,25121,Diesel,Manual,First,7,1711000.0,13.68,147.8,3
Pune,100000,Diesel,Manual,Second,7,1025000.0,12.99,100.6,4
Kolkata,66035,Diesel,Manual,First,5,249000.00000000003,22.07,73.9,8
Pune,190000,Petrol,Manual,Second,5,385000.0,16.78,88.73,4
Hyderabad,85670,Diesel,Manual,First,5,625000.0,22.7,89.84,5
Hyderabad,35000,Diesel,Manual,First,5,488000.0,24.0,70.0,4
Mumbai,8000,Petrol,Automatic,First,5,945000.0,18.0,117.3,3
Hyderabad,162000,Diesel,Manual,Second,8,480000.0,12.8,102.0,12
Kolkata,60000,Petrol,Manual,First,5,199000.0,21.1,55.2,7
Hyderabad,70600,Petrol,Manual,First,5,280000.0,20.36,78.9,9
Bangalore,25000,Petrol,Automatic,Second,5,2200000.0,12.3,185.0,8
Hyderabad,75000,Diesel,Manual,First,7,430000.0,15.96,62.1,7
Coimbatore,85071,Diesel,Automatic,First,5,975000.0,20.0,138.1,5
Ahmedabad,40000,Petrol,Manual,First,5,590000.0,20.4,81.8,4
Delhi,67000,Diesel,Automatic,First,5,1450000.0,16.55,147.51,6
Hyderabad,55000,Diesel,Manual,Second,5,240000.0,17.8,68.0,10
Mumbai,62000,Petrol,Manual,Second,5,211000.0,15.0,104.68,11
Coimbatore,22526,Petrol,Automatic,First,5,760000.0,18.9,82.0,2
Hyderabad,57788,Petrol,Automatic,First,5,360000.0,17.16,85.8,7
Jaipur,72000,Diesel,Manual,First,8,600000.0,10.5,120.0,6
Mumbai,83128,Diesel,Manual,First,7,745000.0,15.4,120.0,5
Chennai,75000,Petrol,Manual,First,5,210000.0,19.7,46.3,8
Ahmedabad,58000,Diesel,Manual,Second,5,520000.0,19.01,108.45,6
Mumbai,1000,Petrol,Manual,First,5,636000.0,20.89,81.8,2
Kochi,59751,Diesel,Manual,First,7,1162000.0,12.99,100.6,4
Kochi,29966,Diesel,Automatic,Second,5,4360000.0,16.77,261.49,4
Kolkata,65000,Diesel,Manual,Second,5,490000.00000000006,13.6,142.0,10
Kochi,75863,Diesel,Manual,First,5,670000.0,19.01,108.45,4
Mumbai,54000,CNG,Manual,First,5,305000.0,33.54,67.04,6
Bangalore,24000,Diesel,Automatic,First,5,2500000.0,17.11,174.33,5
Coimbatore,33218,Diesel,Manual,First,5,1905000.0,17.1,170.0,1
Kolkata,33425,Petrol,Manual,First,5,450000.0,17.43,105.5,4
Pune,47000,Petrol,Manual,First,5,415000.00000000006,18.0,86.7,6
Chennai,41000,Diesel,Manual,First,5,1190000.0,19.67,126.2,4
Delhi,62000,Petrol,Manual,First,5,210000.0,19.81,68.05,8
Delhi,47035,Diesel,Manual,First,7,695000.0,18.49,100.0,3
Pune,56230,Petrol,Manual,Second,5,240000.0,17.5,85.8,11
Chennai,55000,Petrol,Manual,First,5,265000.0,13.2,94.0,12
Jaipur,70669,Diesel,Manual,First,7,900000.0,15.1,140.0,5
Pune,69000,Petrol,Manual,First,5,210000.0,20.92,67.1,7
Pune,65000,Petrol,Manual,Second,5,250000.0,18.6,79.4,8
Mumbai,30000,Diesel,Automatic,First,5,894999.9999999999,12.4,179.5,10
Hyderabad,2000,Diesel,Automatic,First,5,3400000.0,20.7,113.98,2
Chennai,40000,Petrol,Manual,First,5,400000.0,17.57,88.7,4
Kolkata,40000,Diesel,Manual,First,5,445000.0,26.0,98.6,5
Jaipur,26000,Petrol,Manual,First,5,150000.0,18.6,79.4,9
Jaipur,105000,Diesel,Automatic,Second,5,1450000.0,16.55,140.0,8
Kolkata,2800,Diesel,Manual,First,5,841000.0,26.1,99.0,4
Mumbai,71000,Diesel,Automatic,Second,5,545000.0,19.08,126.32,5
Mumbai,32896,Petrol,Automatic,First,5,890000.0,18.0,117.3,4
Hyderabad,45000,Petrol,Manual,First,5,365000.0,20.36,78.9,7
Bangalore,65000,Diesel,Automatic,Second,5,2900000.0,18.56,190.0,4
Mumbai,45200,Diesel,Automatic,First,5,1350000.0,16.55,147.51,6
Hyderabad,82167,Petrol,Automatic,First,5,540000.0,10.1,152.0,11
Coimbatore,37429,Petrol,Manual,First,5,589000.0,18.9,81.86,3
Hyderabad,46000,Diesel,Manual,First,5,844999.9999999999,28.09,88.5,3
Delhi,67031,Petrol,Manual,First,5,400000.0,17.4,117.3,8
Mumbai,30000,Diesel,Automatic,First,4,4500000.0,9.52,313.0,6
Mumbai,47691,Petrol,Automatic,First,5,394000.0,23.1,67.04,3
Jaipur,32531,Diesel,Automatic,Second,5,800000.0,13.73,148.0,8
Hyderabad,71336,Diesel,Manual,First,5,410000.0,20.0,68.0,6
Chennai,196000,Diesel,Manual,First,7,625000.0,12.8,102.0,13
Kolkata,28193,Diesel,Manual,First,5,525000.0,28.4,73.75,4
Coimbatore,2526,Petrol,Automatic,First,2,8396000.0,19.0,362.07,0
Hyderabad,85000,Diesel,Automatic,First,5,2100000.0,16.1,194.0,6
Ahmedabad,20780,Petrol,Manual,First,5,430000.0,18.9,81.86,4
Mumbai,43081,Petrol,Manual,First,7,525000.0,17.3,117.3,5
Mumbai,35000,Petrol,Automatic,Second,5,3200000.0,11.9,550.0,9
Kolkata,36000,Diesel,Manual,First,7,390000.0,17.21,100.0,6
Mumbai,67000,Petrol,Manual,Third,5,220000.00000000003,13.4,125.0,12
Mumbai,34079,Diesel,Manual,First,6,370000.0,25.32,77.0,3
Coimbatore,77849,Petrol,Automatic,Second,5,1127000.0,10.9,215.0,9
Jaipur,86000,Petrol,Manual,First,5,241000.0,22.74,47.3,6
Pune,110000,Diesel,Automatic,First,5,1900000.0,15.73,174.33,4
Hyderabad,116000,Diesel,Manual,Second,5,580000.0,23.59,67.05,4
Coimbatore,41840,Diesel,Manual,First,7,1352000.0,15.1,140.0,3
Hyderabad,19317,Diesel,Manual,First,7,2450000.0,13.0,168.7,4
Pune,41000,CNG,Manual,First,5,325000.0,24.6,55.23,5
Kochi,25601,Diesel,Automatic,First,5,5673000.0,17.9,201.15,2
Jaipur,83950,Diesel,Manual,First,5,995000.0,19.67,126.2,4
Pune,60000,Petrol,Automatic,First,5,550000.0,16.8,118.0,7
Hyderabad,50000,Diesel,Automatic,First,5,2500000.0,17.11,174.33,4
Kolkata,37000,Petrol,Manual,First,5,100000.0,17.3,60.0,10
Hyderabad,76976,Petrol,Manual,Second,5,215000.0,19.7,46.3,8
Kochi,21684,Petrol,Automatic,First,5,789000.0,21.4,83.1,1
Delhi,62000,Diesel,Manual,First,7,1025000.0,16.0,140.0,4
Mumbai,1261,Petrol,Manual,First,5,600000.0,19.0,94.68,12
Coimbatore,59450,Petrol,Manual,First,5,753000.0,18.6,81.86,2
Coimbatore,24465,Diesel,Automatic,First,5,3945000.000000001,19.27,167.62,1
Delhi,55000,Petrol,Manual,First,5,584000.0,17.8,117.3,5
Mumbai,2000,Petrol,Manual,First,5,865000.0,18.88,110.4,2
Kochi,25040,Petrol,Manual,First,5,774000.0,21.4,83.1,2
Bangalore,84000,Petrol,Manual,First,5,250000.0,20.36,78.9,11
Pune,170428,Diesel,Manual,Second,8,570000.0,12.8,102.0,12
Mumbai,12573,Petrol,Manual,First,5,580000.0,21.4,83.1,3
Hyderabad,88000,Diesel,Automatic,First,7,3650000.0,12.07,241.4,7
Delhi,86000,Diesel,Automatic,Second,7,950000.0,13.01,194.3,7
Mumbai,45000,Petrol,Manual,First,5,455000.0,17.0,118.0,6
Jaipur,51000,Diesel,Manual,First,5,390000.0,21.9,90.0,7
Pune,92000,Diesel,Manual,First,7,270000.0,13.6,63.0,12
Pune,29000,Diesel,Automatic,First,7,3100000.0,12.9,174.5,2
Bangalore,70521,Petrol,Automatic,Second,5,1030000.0,10.9,215.0,10
Kolkata,51000,Diesel,Automatic,First,5,775000.0,16.07,181.0,9
Hyderabad,52618,Petrol,Manual,First,5,320000.0,18.9,67.1,7
Delhi,68000,Diesel,Manual,First,7,485000.0,25.47,88.5,6
Kochi,29022,Diesel,Automatic,Second,5,3408000.0,15.68,177.0,3
Chennai,80000,Diesel,Manual,First,7,810000.0,24.52,88.5,2
Chennai,78000,Diesel,Manual,Second,5,235000.0,25.0,69.01,3
Pune,100000,Petrol,Manual,First,5,180000.0,20.92,67.1,7
Coimbatore,31412,Petrol,Manual,First,5,342000.0,21.1,55.2,4
Mumbai,78000,Diesel,Automatic,Second,7,534000.0,11.4,153.86,9
Hyderabad,14000,Diesel,Automatic,First,7,3199000.0,12.62,158.0,1
Bangalore,80000,Diesel,Manual,First,5,475000.0,20.54,103.6,8
Mumbai,46738,Petrol,Automatic,First,5,610000.0,19.12,91.1,5
Coimbatore,54884,Petrol,Manual,Second,5,369000.0,21.1,55.2,6
Delhi,74500,Diesel,Automatic,Second,5,1500000.0,14.16,174.3,7
Coimbatore,67472,Diesel,Manual,First,7,1450000.0,16.0,140.0,3
Hyderabad,84000,Diesel,Manual,First,5,565000.0,28.4,74.0,6
Kolkata,77400,Diesel,Manual,First,5,250000.0,21.1,73.9,8
Mumbai,14470,Diesel,Automatic,First,5,3850000.0,19.71,201.15,2
Kolkata,52108,Diesel,Manual,First,5,549000.0,19.01,108.45,5
Kolkata,40000,Petrol,Manual,First,5,355000.0,19.1,85.8,6
Jaipur,105044,Diesel,Manual,First,7,1075000.0,12.99,100.6,5
Delhi,24347,Petrol,Manual,First,5,1100000.0,15.8,121.3,3
Ahmedabad,58000,Diesel,Manual,First,5,450000.0,21.79,88.73,5
Kochi,49663,Diesel,Manual,First,7,842000.0,15.1,140.0,5
Mumbai,17000,Petrol,Automatic,First,5,1160000.0,18.0,117.3,2
Kochi,13418,Diesel,Automatic,First,5,3363000.0000000005,16.36,187.7,3
Pune,117080,Diesel,Manual,Third,5,225000.0,17.8,68.0,11
Mumbai,74000,Petrol,Automatic,First,5,1295000.0,10.8,150.0,9
Coimbatore,66882,Diesel,Automatic,First,5,2502000.0,17.68,174.33,5
Kochi,41460,Petrol,Manual,First,5,395000.0,18.5,86.8,5
Mumbai,57000,Petrol,Automatic,First,5,440000.00000000006,16.8,118.0,8
Bangalore,34010,Petrol,Manual,Third,5,495000.0,16.47,73.9,4
Pune,96813,Diesel,Manual,Second,8,550000.0,12.05,120.0,9
Mumbai,84000,Petrol,Manual,First,5,325000.0,16.8,116.3,8
Kochi,50004,Petrol,Manual,First,5,402000.0,15.0,103.5,6
Coimbatore,67995,Diesel,Manual,First,7,1173000.0,16.0,140.0,3
Chennai,55000,Diesel,Manual,First,5,950000.0,15.0,105.0,7
Hyderabad,14900,Petrol,Automatic,First,5,860000.0,21.4,83.1,2
Jaipur,70961,Diesel,Manual,First,5,400000.0,25.8,98.6,6
Mumbai,40194,Petrol,Manual,First,5,555000.0,15.04,103.2,4
Hyderabad,96000,Petrol,Manual,First,5,250000.0,22.74,47.3,4
Mumbai,35000,Diesel,Automatic,First,7,4160000.0,18.0,255.0,2
Delhi,50000,Petrol,Automatic,First,5,741000.0,18.0,117.3,4
Mumbai,50000,Diesel,Manual,First,5,650000.0,19.01,108.5,5
Mumbai,26299,Petrol,Manual,First,5,120000.0,19.7,46.3,11
Bangalore,150386,Diesel,Manual,First,7,2300000.0,14.24,174.5,4
Kolkata,60000,Diesel,Manual,First,5,274000.0,21.9,90.0,7
Hyderabad,65000,Diesel,Manual,First,5,390000.0,20.0,68.0,6
Ahmedabad,80000,Diesel,Manual,First,5,800000.0,24.3,88.5,2
Chennai,92000,Diesel,Manual,Third,5,400000.0,22.32,126.32,7
Mumbai,13000,Petrol,Automatic,First,5,1775000.0,12.95,152.88,3
Coimbatore,73278,Diesel,Manual,First,5,505000.0,21.1,73.9,6
Mumbai,38000,Petrol,Automatic,First,5,1200000.0,10.8,132.0,8
Kochi,46936,Diesel,Automatic,First,5,2960000.0,13.0,204.0,3
Jaipur,55000,Diesel,Manual,First,5,650000.0,19.87,83.8,4
Mumbai,19000,Petrol,Automatic,First,5,475000.0,15.5,86.7,5
Coimbatore,42259,Diesel,Automatic,First,5,2436000.0,9.0,181.0,3
Mumbai,14000,Petrol,Manual,Second,5,320000.0,17.5,85.8,8
Kolkata,16956,Petrol,Manual,First,5,360000.0,22.5,67.04,3
Coimbatore,15473,Petrol,Manual,First,5,358000.0,16.8,34.2,2
Delhi,75000,Diesel,Manual,First,5,250000.0,21.5,88.8,8
Ahmedabad,96000,Diesel,Manual,Second,5,350000.0,23.5,90.0,6
Delhi,25000,Petrol,Automatic,First,5,2500000.0,19.16,158.2,4
Mumbai,38000,Petrol,Manual,Second,5,175000.0,22.5,67.04,9
Bangalore,54000,Diesel,Automatic,First,5,1000000.0,11.0,198.5,14
Jaipur,4131,Petrol,Automatic,First,5,775000.0,21.4,83.1,1
Hyderabad,31700,Petrol,Manual,First,5,645000.0,18.7,88.7,3
Pune,66988,Diesel,Automatic,First,7,1000000.0,15.4,120.0,2
Mumbai,54230,Petrol,Manual,First,5,450000.0,16.47,74.0,5
Kolkata,35000,Petrol,Manual,First,5,340000.0,17.0,80.0,4
Mumbai,62714,Petrol,Automatic,First,5,450000.0,12.1,164.7,9
Hyderabad,45295,Petrol,Manual,First,5,430000.0,18.9,67.1,4
Pune,7000,Diesel,Automatic,First,5,4600000.0,18.12,190.0,1
Chennai,57000,Petrol,Automatic,First,5,340000.0,24.07,67.1,3
Delhi,40100,Diesel,Automatic,First,5,1450000.0,14.84,170.0,6
Delhi,56000,Petrol,Manual,First,5,210000.0,24.7,47.3,6
Mumbai,15000,Petrol,Manual,First,5,365000.0,18.6,85.8,7
Kolkata,14000,Petrol,Manual,First,5,300000.0,18.2,82.5,5
Ahmedabad,68000,Diesel,Manual,Second,5,395000.0,23.0,90.0,10
Delhi,83000,Diesel,Automatic,First,5,675000.0,11.9,163.2,7
Kochi,81504,Diesel,Manual,First,5,653000.0,21.43,87.2,6
Hyderabad,73500,Diesel,Manual,First,7,2200000.0,13.0,168.5,4
Pune,52900,Petrol,Automatic,First,5,475000.0,14.3,103.52,6
Mumbai,20000,Petrol,Automatic,First,5,599000.0,16.5,86.8,2
Jaipur,46000,Petrol,Manual,First,5,305000.0,16.47,73.9,8
Delhi,65000,Petrol,Manual,First,5,240000.0,16.47,73.9,9
Pune,42000,Petrol,Manual,Third,5,130000.0,18.2,67.1,12
Kochi,36681,Diesel,Manual,First,5,671000.0,23.59,67.06,3
Ahmedabad,67000,Diesel,Manual,Second,7,720000.0,15.1,140.0,5
Chennai,18000,Petrol,Automatic,First,5,540000.0,18.9,82.0,3
Kochi,56409,Diesel,Manual,First,5,663000.0,22.7,89.84,4
Mumbai,65263,CNG,Manual,First,7,750000.0,17.5,80.46,3
Coimbatore,20300,Petrol,Automatic,First,5,1421000.0,18.0,117.3,1
Kolkata,45008,Petrol,Manual,First,5,300000.0,17.0,118.0,9
Kochi,21799,Petrol,Manual,First,5,511000.00000000006,23.1,67.04,2
